index,Quarter,AdmissionType,SpecialtyName,Episodes,LengthOfEpisode,Stays,LengthOfStay,HBName,LocationName
2566,2017Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",20,20,21,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2567,2018Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",35,25,35,25,NHS Greater Glasgow and Clyde,New Victoria Hospital
2568,2018Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",21,15,22,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2569,2018Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",25,20,28,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2570,2018Q4,Elective Inpatients,"Ear, Nose & Throat (ENT)",10,5,10,13,NHS Greater Glasgow and Clyde,New Victoria Hospital
2571,2019Q1,Elective Inpatients,"Ear, Nose & Throat (ENT)",16,10,21,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2572,2019Q2,Elective Inpatients,"Ear, Nose & Throat (ENT)",14,10,15,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2573,2019Q3,Elective Inpatients,"Ear, Nose & Throat (ENT)",23,15,25,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2574,2014Q4,Elective Inpatients,Ophthalmology,35,35,40,39,NHS Greater Glasgow and Clyde,New Victoria Hospital
2575,2015Q1,Elective Inpatients,Ophthalmology,23,25,23,25,NHS Greater Glasgow and Clyde,New Victoria Hospital
2576,2015Q2,Elective Inpatients,Ophthalmology,22,20,23,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2577,2015Q3,Elective Inpatients,Ophthalmology,44,40,46,45,NHS Greater Glasgow and Clyde,New Victoria Hospital
2578,2015Q4,Elective Inpatients,Ophthalmology,30,30,33,30,NHS Greater Glasgow and Clyde,New Victoria Hospital
2579,2016Q1,Elective Inpatients,Ophthalmology,23,25,24,30,NHS Greater Glasgow and Clyde,New Victoria Hospital
2580,2016Q2,Elective Inpatients,Ophthalmology,25,40,26,40,NHS Greater Glasgow and Clyde,New Victoria Hospital
2581,2016Q3,Elective Inpatients,Ophthalmology,20,18,19,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2582,2016Q4,Elective Inpatients,Ophthalmology,19,20,19,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2583,2017Q1,Elective Inpatients,Ophthalmology,19,15,19,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2584,2017Q2,Elective Inpatients,Ophthalmology,16,15,17,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2585,2017Q3,Elective Inpatients,Ophthalmology,16,15,17,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2586,2017Q4,Elective Inpatients,Ophthalmology,20,20,20,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2587,2018Q1,Elective Inpatients,Ophthalmology,10,10,10,10,NHS Greater Glasgow and Clyde,New Victoria Hospital
2588,2018Q2,Elective Inpatients,Ophthalmology,10,10,15,14,NHS Greater Glasgow and Clyde,New Victoria Hospital
2589,2018Q3,Elective Inpatients,Ophthalmology,17,15,19,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2590,2018Q4,Elective Inpatients,Ophthalmology,10,11,14,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2591,2019Q1,Elective Inpatients,Ophthalmology,16,15,17,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2592,2019Q2,Elective Inpatients,Ophthalmology,10,11,11,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2593,2019Q3,Elective Inpatients,Ophthalmology,27,10,28,10,NHS Greater Glasgow and Clyde,New Victoria Hospital
2594,2014Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,165,520,165,547,NHS Greater Glasgow and Clyde,New Victoria Hospital
2595,2015Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,109,200,110,192,NHS Greater Glasgow and Clyde,New Victoria Hospital
2596,2015Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,52,95,55,98,NHS Greater Glasgow and Clyde,New Victoria Hospital
2597,2015Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,20,15,21,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2598,2015Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,25,20,25,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2599,2016Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,16,15,20,25,NHS Greater Glasgow and Clyde,New Victoria Hospital
2600,2016Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,15,15,17,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2601,2016Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,23,25,24,25,NHS Greater Glasgow and Clyde,New Victoria Hospital
2602,2016Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,15,13,15,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2603,2017Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,25,17,25,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2604,2017Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,20,20,21,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2605,2017Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,15,12,15,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2606,2017Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,15,15,15,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2607,2018Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,20,15,20,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2608,2018Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,20,14,20,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2609,2018Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,26,21,25,21,NHS Greater Glasgow and Clyde,New Victoria Hospital
2610,2018Q4,Elective Inpatients,Trauma and Orthopaedic Surgery,20,12,21,15,NHS Greater Glasgow and Clyde,New Victoria Hospital
2611,2019Q1,Elective Inpatients,Trauma and Orthopaedic Surgery,15,9,15,10,NHS Greater Glasgow and Clyde,New Victoria Hospital
2612,2019Q2,Elective Inpatients,Trauma and Orthopaedic Surgery,26,15,26,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2613,2019Q3,Elective Inpatients,Trauma and Orthopaedic Surgery,30,16,29,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2614,2014Q4,Elective Inpatients,Urology,35,39,39,45,NHS Greater Glasgow and Clyde,New Victoria Hospital
2615,2015Q1,Elective Inpatients,Urology,25,25,29,40,NHS Greater Glasgow and Clyde,New Victoria Hospital
2616,2015Q2,Elective Inpatients,Urology,32,35,33,45,NHS Greater Glasgow and Clyde,New Victoria Hospital
2617,2015Q3,Elective Inpatients,Urology,40,40,43,55,NHS Greater Glasgow and Clyde,New Victoria Hospital
2618,2015Q4,Elective Inpatients,Urology,45,44,45,50,NHS Greater Glasgow and Clyde,New Victoria Hospital
2619,2016Q1,Elective Inpatients,Urology,40,38,42,50,NHS Greater Glasgow and Clyde,New Victoria Hospital
2620,2016Q2,Elective Inpatients,Urology,42,45,46,75,NHS Greater Glasgow and Clyde,New Victoria Hospital
2621,2016Q3,Elective Inpatients,Urology,40,40,45,65,NHS Greater Glasgow and Clyde,New Victoria Hospital
2622,2016Q4,Elective Inpatients,Urology,35,38,40,70,NHS Greater Glasgow and Clyde,New Victoria Hospital
2623,2017Q1,Elective Inpatients,Urology,50,48,51,50,NHS Greater Glasgow and Clyde,New Victoria Hospital
2624,2017Q2,Elective Inpatients,Urology,30,33,32,35,NHS Greater Glasgow and Clyde,New Victoria Hospital
2625,2017Q3,Elective Inpatients,Urology,40,56,42,55,NHS Greater Glasgow and Clyde,New Victoria Hospital
2626,2017Q4,Elective Inpatients,Urology,42,40,44,60,NHS Greater Glasgow and Clyde,New Victoria Hospital
2627,2018Q1,Elective Inpatients,Urology,43,45,47,70,NHS Greater Glasgow and Clyde,New Victoria Hospital
2628,2018Q2,Elective Inpatients,Urology,40,40,41,55,NHS Greater Glasgow and Clyde,New Victoria Hospital
2629,2018Q3,Elective Inpatients,Urology,28,30,28,30,NHS Greater Glasgow and Clyde,New Victoria Hospital
2630,2018Q4,Elective Inpatients,Urology,35,31,35,40,NHS Greater Glasgow and Clyde,New Victoria Hospital
2631,2019Q1,Elective Inpatients,Urology,30,29,30,44,NHS Greater Glasgow and Clyde,New Victoria Hospital
2632,2019Q2,Elective Inpatients,Urology,35,35,39,55,NHS Greater Glasgow and Clyde,New Victoria Hospital
2633,2019Q3,Elective Inpatients,Urology,40,38,40,40,NHS Greater Glasgow and Clyde,New Victoria Hospital
2634,2015Q2,Elective Inpatients,Clinical Oncology,0,0,5,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2635,2015Q3,Elective Inpatients,Clinical Oncology,0,0,0,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2636,2017Q1,Elective Inpatients,Clinical Oncology,0,0,0,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2637,2017Q3,Elective Inpatients,Clinical Oncology,0,0,0,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2638,2017Q4,Elective Inpatients,Clinical Oncology,0,0,0,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2639,2018Q1,Elective Inpatients,Clinical Oncology,0,0,5,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2640,2018Q2,Elective Inpatients,Clinical Oncology,0,0,0,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2641,2019Q2,Elective Inpatients,Clinical Oncology,0,0,5,30,NHS Greater Glasgow and Clyde,New Victoria Hospital
2642,2019Q3,Elective Inpatients,Clinical Oncology,25,0,25,0,NHS Greater Glasgow and Clyde,New Victoria Hospital
2643,2014Q4,Elective Inpatients,Haematology,0,0,10,30,NHS Greater Glasgow and Clyde,New Victoria Hospital
2644,2015Q1,Elective Inpatients,Haematology,5,0,17,65,NHS Greater Glasgow and Clyde,New Victoria Hospital
2645,2015Q2,Elective Inpatients,Haematology,5,0,15,86,NHS Greater Glasgow and Clyde,New Victoria Hospital
2646,2015Q3,Elective Inpatients,Haematology,0,0,5,10,NHS Greater Glasgow and Clyde,New Victoria Hospital
2647,2015Q4,Elective Inpatients,Haematology,5,0,20,161,NHS Greater Glasgow and Clyde,New Victoria Hospital
2648,2016Q1,Elective Inpatients,Haematology,0,0,11,20,NHS Greater Glasgow and Clyde,New Victoria Hospital
2649,2016Q3,Elective Inpatients,Haematology,5,0,14,65,NHS Greater Glasgow and Clyde,New Victoria Hospital
2650,2017Q1,Elective Inpatients,Haematology,0,0,22,95,NHS Greater Glasgow and Clyde,New Victoria Hospital
2651,2017Q2,Elective Inpatients,Haematology,5,0,20,60,NHS Greater Glasgow and Clyde,New Victoria Hospital
2652,2018Q1,Elective Inpatients,Haematology,0,0,10,25,NHS Greater Glasgow and Clyde,New Victoria Hospital
2653,2018Q2,Elective Inpatients,Haematology,0,0,10,71,NHS Greater Glasgow and Clyde,New Victoria Hospital
2654,2018Q3,Elective Inpatients,Haematology,0,0,14,90,NHS Greater Glasgow and Clyde,New Victoria Hospital
2655,2018Q4,Elective Inpatients,Haematology,0,0,10,122,NHS Greater Glasgow and Clyde,New Victoria Hospital
2656,2019Q3,Elective Inpatients,Haematology,20,0,25,36,NHS Greater Glasgow and Clyde,New Victoria Hospital
2657,2014Q4,Elective Inpatients,General Medicine,475,1420,496,3282,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2658,2015Q1,Elective Inpatients,General Medicine,771,1788,796,4226,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2659,2015Q2,Elective Inpatients,General Medicine,610,1465,646,3878,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2660,2015Q3,Elective Inpatients,General Medicine,767,1390,900,4770,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2661,2015Q4,Elective Inpatients,General Medicine,260,495,371,2583,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2662,2016Q1,Elective Inpatients,General Medicine,82,180,136,1123,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2663,2016Q2,Elective Inpatients,General Medicine,61,205,91,570,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2664,2016Q3,Elective Inpatients,General Medicine,75,260,114,736,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2665,2016Q4,Elective Inpatients,General Medicine,95,245,158,1067,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2666,2017Q1,Elective Inpatients,General Medicine,208,510,267,1477,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2667,2017Q2,Elective Inpatients,General Medicine,137,385,194,1223,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2668,2017Q3,Elective Inpatients,General Medicine,171,215,231,880,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2669,2017Q4,Elective Inpatients,General Medicine,146,115,172,455,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2670,2018Q1,Elective Inpatients,General Medicine,117,150,149,606,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2671,2018Q2,Elective Inpatients,General Medicine,158,245,201,816,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2672,2018Q3,Elective Inpatients,General Medicine,115,140,155,584,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2673,2018Q4,Elective Inpatients,General Medicine,85,125,124,724,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2674,2019Q1,Elective Inpatients,General Medicine,95,30,127,299,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2675,2019Q2,Elective Inpatients,General Medicine,51,70,85,326,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2676,2019Q3,Elective Inpatients,General Medicine,52,35,75,454,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2677,2014Q4,Elective Inpatients,Cardiology,35,55,56,130,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2678,2015Q1,Elective Inpatients,Cardiology,35,30,60,160,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2679,2015Q2,Elective Inpatients,Cardiology,58,100,88,338,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2680,2015Q3,Elective Inpatients,Cardiology,126,237,212,773,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2681,2015Q4,Elective Inpatients,Cardiology,92,140,110,419,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2682,2016Q1,Elective Inpatients,Cardiology,55,75,67,155,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2683,2016Q2,Elective Inpatients,Cardiology,82,115,87,267,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2684,2016Q3,Elective Inpatients,Cardiology,70,90,71,234,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2685,2016Q4,Elective Inpatients,Cardiology,47,80,55,217,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2686,2017Q1,Elective Inpatients,Cardiology,40,50,52,205,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2687,2017Q2,Elective Inpatients,Cardiology,39,60,51,283,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2688,2017Q3,Elective Inpatients,Cardiology,33,55,40,190,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2689,2017Q4,Elective Inpatients,Cardiology,25,35,32,138,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2690,2018Q1,Elective Inpatients,Cardiology,18,35,24,195,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2691,2018Q2,Elective Inpatients,Cardiology,10,25,18,129,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2692,2018Q3,Elective Inpatients,Cardiology,25,35,25,99,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2693,2018Q4,Elective Inpatients,Cardiology,26,35,30,128,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2694,2019Q1,Elective Inpatients,Cardiology,30,60,35,81,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2695,2019Q2,Elective Inpatients,Cardiology,40,60,41,139,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2696,2019Q3,Elective Inpatients,Cardiology,28,40,33,125,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2697,2015Q2,Elective Inpatients,Infectious Diseases,5,15,5,45,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2698,2015Q3,Elective Inpatients,Infectious Diseases,35,105,50,225,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2699,2015Q4,Elective Inpatients,Infectious Diseases,25,100,40,279,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2700,2016Q1,Elective Inpatients,Infectious Diseases,36,200,50,341,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2701,2016Q2,Elective Inpatients,Infectious Diseases,37,140,44,232,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2702,2016Q3,Elective Inpatients,Infectious Diseases,36,155,40,215,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2703,2016Q4,Elective Inpatients,Infectious Diseases,40,140,50,219,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2704,2017Q1,Elective Inpatients,Infectious Diseases,35,200,55,228,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2705,2017Q2,Elective Inpatients,Infectious Diseases,45,160,59,220,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2706,2017Q3,Elective Inpatients,Infectious Diseases,85,155,90,163,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2707,2017Q4,Elective Inpatients,Infectious Diseases,70,100,75,216,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2708,2018Q1,Elective Inpatients,Infectious Diseases,51,110,55,179,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2709,2018Q2,Elective Inpatients,Infectious Diseases,50,200,50,240,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2710,2018Q3,Elective Inpatients,Infectious Diseases,54,95,60,141,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2711,2018Q4,Elective Inpatients,Infectious Diseases,45,55,55,73,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2712,2019Q1,Elective Inpatients,Infectious Diseases,23,60,25,70,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2713,2019Q2,Elective Inpatients,Infectious Diseases,20,30,25,30,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2714,2019Q3,Elective Inpatients,Infectious Diseases,46,90,45,95,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2715,2014Q4,Elective Inpatients,Dermatology,60,662,61,690,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2716,2015Q1,Elective Inpatients,Dermatology,44,497,45,506,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2717,2015Q2,Elective Inpatients,Dermatology,55,590,55,590,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2718,2015Q3,Elective Inpatients,Dermatology,60,609,60,674,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2719,2015Q4,Elective Inpatients,Dermatology,55,735,55,735,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2720,2016Q1,Elective Inpatients,Dermatology,20,238,20,280,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2721,2016Q2,Elective Inpatients,Dermatology,35,400,35,425,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2722,2016Q3,Elective Inpatients,Dermatology,40,450,35,455,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2723,2016Q4,Elective Inpatients,Dermatology,32,401,32,399,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2724,2017Q1,Elective Inpatients,Dermatology,17,134,20,199,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2725,2017Q2,Elective Inpatients,Dermatology,29,328,30,328,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2726,2017Q3,Elective Inpatients,Dermatology,20,225,20,225,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2727,2017Q4,Elective Inpatients,Dermatology,25,205,25,210,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2728,2018Q1,Elective Inpatients,Dermatology,5,97,5,97,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2729,2018Q2,Elective Inpatients,Dermatology,17,146,15,150,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2730,2018Q3,Elective Inpatients,Dermatology,15,155,15,155,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2731,2018Q4,Elective Inpatients,Dermatology,10,71,10,70,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
2732,2019Q1,Elective Inpatients,Dermatology,15,127,15,125,NHS Greater Glasgow and Clyde,Queen Elizabeth University Hospital
